Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
user keren juga user selain survei juga merangkap kordinator bnyk dukungan nmantrraaaf xfxfxxaxfxfxxa,1,1,1,0,0,0,0,0,1,1,0,0
gatot ternyata,1,0,1,0,0,0,0,0,1,1,0,0
user mantep kamu nyoo keterima,0,0,0,0,0,0,0,0,0,0,0,0
user user user santai meski udah biasa diblock satu akun block meski block masela block mahakam block east natuna block east kalimantan block attaka block kasuri dont,0,0,0,0,0,0,0,0,0,0,0,0
user user adian gaya kaya beruk gini supir tembak metromini masuk dprnkampungan,1,1,1,0,0,0,0,0,1,1,0,0
begitu user bersuara udah dipastikan narasinya pembela,1,0,1,0,0,0,0,0,1,1,0,0
aneh bebek dalam satu malam dengan sendirinya didalam kandang yang semula betina jadi jantan warna coklat jadi hitam sehat jadi sakit atau mungkin tangan,0,0,0,0,0,0,0,0,0,0,0,0
user buat acara bagi takjil namanya takjil,0,0,0,0,0,0,0,0,0,0,0,0
barusan nonton film monster film aileen wournos sedihnselama dari tulisan google doang kisah masalalu buruk keluarganya bikin jadi sehancur jadi,0,0,0,0,0,0,0,0,0,0,0,0
user huhungannya,0,1,0,0,0,0,0,0,0,0,0,0
user bunga,0,0,0,0,0,0,0,0,0,0,0,0
dampak ekonomi putusnya jembatan babat saksikan berita terkininya dalam user hanya tvone streaming tvone connect,0,0,0,0,0,0,0,0,0,0,0,0
user menang kalah dalam pertandingan sebuah sekedar kemenangan yang usaha kerjaxexxa,0,0,0,0,0,0,0,0,0,0,0,0
tersebut adalah akses menuju velodrome yang dipake untuk asean games hehehe kebijakan gubernur sungguh keberpihakan kuda,1,1,1,0,0,0,0,1,0,1,0,0
kadang pikiran licik yang dunia cuman iseng gininnhalah usah serius gabakalan kalimat banyak cewe cewe gatau diri mainin hati cewenya yang padahal bener bucinnnlol,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user user islam nusantara ikut,1,0,0,1,1,0,0,0,0,0,1,0
percayalah saya perempuan yang cukup batas almh saya cukup militer untuk mendidik anaknya cuma ingin menjadi muda asik bukan muda kaku batasan norma selama melakukan menyalahi kodrat aturan keras agama saya,0,0,0,0,0,0,0,0,0,0,0,0
akui saja ahok djarot kalian gagal atasi banjirorang kena banjir anda sibuk sidang kasus penista agama,1,0,1,0,0,0,0,0,1,1,0,0
user mana ngerti,1,1,0,1,0,0,0,0,1,0,1,0
kenapa membelot arah mendukung jokowi periode bisa jadi sebagai jawaban atas tekanan bagaimana proyeksi presiden,0,0,0,0,0,0,0,0,0,0,0,0
user user emang semua rendahxfxfxxe,1,1,0,1,0,0,0,0,1,0,1,0
user user xfxfxx,1,1,1,0,0,0,1,0,0,1,0,0
ngin ahok keluar jeruji jangan demo rutan tapi demo jokowi minta amnesti atau grasi jika dikasi lengserkan jokowi salamtahun,1,0,1,0,0,0,0,0,1,0,0,1
sumpah takleh move dengan diggy,0,0,0,0,0,0,0,0,0,0,0,0
user user user lain kali usah undang adian narsum,1,1,1,0,0,0,0,0,1,1,0,0
user china china malingn usirchina,1,1,0,1,0,1,0,0,0,0,1,0
rakyat jawa barat cerdas inshaaallah dukung user calon partaipartai bela ahok penista agama,1,0,1,0,0,0,0,0,1,1,0,0
keturunan cina rasis juga paham sejarah indonesia palingpaling tidak paham juga,1,0,0,1,0,1,0,0,0,0,1,0
user idup dimana,0,1,0,0,0,0,0,0,0,0,0,0
bodohnya cerita cinta sepertimu amat,1,1,1,0,0,0,0,0,1,1,0,0
rumus luas permukaan limas xfxfxxc yebinn masih perjaka atau sudah duda jihunn kenapa ngira neon masuk taen first chingu cecyl cantik banget alasan masuk akademi jisunn duluan telor ayam kenapa kimi,0,0,0,0,0,0,0,0,0,0,0,0
user yang ngejijikin ngakuin anaknya ngaku kalo ngedukung prabowo pendeta,1,1,1,0,0,0,0,0,1,1,0,0
user user user user user ipar ogut kristen jawantuh gerejanya rawamamgun sebelah tiptop,0,0,0,0,0,0,0,0,0,0,0,0
hampir banyak orang yang mengenali bahwa adalah seorang ulama yang selama selalu menyejukkan selalu menyerukan islam yang damai islam yang rahmatan alamin,0,0,0,0,0,0,0,0,0,0,0,0
user user tenan orang kekgini nihbanimicin,1,1,0,1,0,0,0,0,1,0,1,0
user sekolah agama mana,0,0,0,0,0,0,0,0,0,0,0,0
user setiap hari,0,0,0,0,0,0,0,0,0,0,0,0
jadi biang kegaduhannya saya percaya mosok kayak gitu xfxfxxa lanjut yang nulis kalian jangan keminter kontra sama profesor beliau menuntut ilmu keliling dunia bukan untuk jadi orang goblog yang goblog kalian,1,1,0,1,0,0,0,0,1,0,1,0
hadi hanya sesuai sebagai ustaz kampung jomundi myundi,0,0,0,0,0,0,0,0,0,0,0,0
user user bala bantuan,0,1,0,0,0,0,0,0,0,0,0,0
xfxfxxpreloved branded unbranded topxfxfxxnn semua barang dijual koleksi pribadin mostly dijual karna skrg pake hijab bajunya kebanyakan crop selama pemakaian selalu dirawat gaada riwayat peny,0,0,0,0,0,0,0,0,0,0,0,0
user pancasila islami bagi kaum muslimin pancasila kristiani bagi pemeluk kristen pancasila hinduisme bagi pemeluk hindu pancasila budhaisme bagi pemeluk buddha pancasila sumbernya agama,0,0,0,0,0,0,0,0,0,0,0,0
mari kita lawan hancurkan koplaks jongos cina,1,1,1,0,0,1,0,0,0,0,0,1
bandara kertajati salah satu bukti sayang presiden jokowi masyarakat jawa barat januari jokowi juga kesini saat melakukan pemancangan tiang pertama insya allah jamaah haji propinsi jabar bisa diberangkatkan dari bandara kertajati,0,0,0,0,0,0,0,0,0,0,0,0
setuju bahasa bisa saja perumpamaan mendekati tetapi quran adalah pedoman tuntunan atau panduan umat islam dalam menjalankan koridor keagamaan,0,0,0,0,0,0,0,0,0,0,0,0
user user user user dangkal otak kamu tidak semua benci suharto,1,1,1,0,0,0,0,0,1,1,0,0
pembekalan kepada para finalis abang none tingkat wilayah kota administrasi kabupaten pada tahun balai agunh balaikota oleh bapak wakil gubernur user user serta hadir juga kadis parbud jakarta user,0,0,0,0,0,0,0,0,0,0,0,0
setiap liat acara sosialisasi pasti efek kerjaan,0,0,0,0,0,0,0,0,0,0,0,0
user user macam saya tahu saya tahu hahaha,0,0,0,0,0,0,0,0,0,0,0,0
tomohon juga merupakan pusat pembelajaran agama kristen katolik tempat khusus untuk berdoa meditasi yang disebut bukit kasih sebuah tempat suci yang indah tenang,0,0,0,0,0,0,0,0,0,0,0,0
orang,0,1,0,0,0,0,0,0,0,0,0,0
user user user makanya paling aman sekolahin katolikkristen ekstreman agama kalau memang ingin diajarkan rumah saja,0,0,0,0,0,0,0,0,0,0,0,0
idolanya harun yahya zakir naik felix siauwcitanya menguasai dunia mengalahkan yahudi rahmat seluruh alam mungkin semesta lain kali bumi,1,0,1,0,0,0,0,0,1,1,0,0
user eonnie yang suka berendamnya pake bunga,0,0,0,0,0,0,0,0,0,0,0,0
menjadi saksi bertumbuhnya organisasi dili sejak tahun sekarang mereka sudah memiliki klinik kecil yang dikelola langsung oleh komunitas,0,0,0,0,0,0,0,0,0,0,0,0
user klau presiden gemuk paksekali restoran juta pakjaman jokowi,1,0,1,0,0,0,0,0,1,1,0,0
user masih berani pulang cecunguknya setia menunggu hahahaha asli ngakak,1,1,0,1,0,0,0,0,1,0,1,0
woyyyy bangsulll goblog anjirrrrr ngapain block gueeee cukkkkk user,1,1,1,0,0,0,0,0,1,1,0,0
user bisa xfxfxxc,0,1,0,0,0,0,0,0,0,0,0,0
hanya syaitan terganggu dengan suara adzan hatimu ternyata namamu,1,1,1,0,0,0,0,0,1,1,0,0
user user user jangan maaf saya bang kita kaga salah haha insyaallah niya bang walau saya orang nyangkut ulama bisa tawar kita bela nmudahan orang kaya,0,0,0,0,0,0,0,0,0,0,0,0
user user hutang untuk pembagunan merata bukan untuk dikorupsi ncebong mana ngerti begituan mpret,1,1,0,1,0,0,0,0,1,0,1,0
user wajarlah tambah akibat bela kodok buat indonesia ancur lebur,1,1,0,1,0,0,1,0,0,0,1,0
polri benarkan tangkap prabowo atas kasus penghinaan presiden media sosial hukum penghinaan jokowi megawati,1,0,1,0,0,0,0,0,1,1,0,0
lucu kurang gayannkamus,0,0,0,0,0,0,0,0,0,0,0,0
user bang mardani lagi ngelessangking mengakui hasil kerja nyata jokowiknp diambil alih jokowi karena proyeknya mangkrak ditangan gubernur ditangan jokowi hanya butuh kurang lebih lanjut,0,0,0,0,0,0,0,0,0,0,0,0
yangmembuat ttapjokowi,0,0,0,0,0,0,0,0,0,0,0,0
indonesia resmi menggunakan jaringan tahun,0,0,0,0,0,0,0,0,0,0,0,0
user user user diamlo cina,1,1,1,0,0,1,0,0,0,1,0,0
user user inget user jeblosin jonru respon cepat oleh user user giliran kubu victor laiskodat ampyuuunnn manusia malah calon pilkada,0,0,0,0,0,0,0,0,0,0,0,0
semakin dibuka semakin kelihatan kebohongan jokowi lakukan bahkan terhadap rakyat kecil sekalipun pantaskah seorang penipu seperti dijadikan pemimpin,1,0,1,0,0,0,0,0,1,1,0,0
berdasarkan fakta sejarah jokowi harus mundur atau dijatuhkan karena telah memusuhi umat islam,1,0,1,0,0,0,0,0,1,1,0,0
user user user wkwkwkwk awal ngomong cangkemmu dewekxfxfxaxa,1,1,1,0,0,0,0,0,1,1,0,0
akhirnya jalan tapian nauli sunggal diaspal ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
heboh pengadaan sembako bantuan presiden sedot apbn miliar padahal bawaslu,0,0,0,0,0,0,0,0,0,0,0,0
user indahnya kalau ngomong ketum kaya gaya bicaranya hadehh sadizzz,1,1,1,0,0,0,0,1,0,1,0,0
user selalu bicara ulama syari haram gitu juga,1,0,1,0,1,0,0,0,0,1,0,0
dulu user dizalimi kronikroninya megawati keluar dizalimi kronikroninya user daur ulang sejarah user,1,0,1,0,0,0,0,0,1,1,0,0
user user salah sendiri milih gubernur diusung sara,1,0,1,0,0,0,0,0,1,1,0,0
user padahal dulu amien menuduh prabowo dalang sebuah kerusuhan,1,0,1,0,0,0,0,0,1,1,0,0
mohon bantuan teman daerah bandung dekat tokosrikandi kalungnya terlantar galak susah didekati tangani user user,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user begitulah kaum sumbu pendek hidup bumi datar,1,1,0,1,0,0,0,0,1,0,1,0
user serem maennya sama wqwq,0,1,0,0,0,0,0,0,0,0,0,0
user salahnya nenggolan ajak nonton film terus panggil bang keok belgium,1,1,1,0,1,0,0,0,0,1,0,0
makin nakal polisi dengan kasus kasus buatan makin kuat animo umat islam untuk lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
selamat hari koperasi nasional koperasi sebagai landasan ekonomi bangsa harus dipeluhara ditumbuh kembangkan dari ancaman praktek kartel,0,0,0,0,0,0,0,0,0,0,0,0
user user user menjaga stabilitas politik keamanan penghematan uang negara saya sarankan pilkada cukup dipilih oleh badan desabpd karna mereka partai kalau dprd kemungkinan transakdional,0,0,0,0,0,0,0,0,0,0,0,0
user mata,1,1,1,0,0,0,1,0,0,1,0,0
user kirain orangorang kayak gini cuma karangan fiksi,0,1,0,0,0,0,0,0,0,0,0,0
user user gakmau berdua doang kaya,0,0,0,0,0,0,0,0,0,0,0,0
presiden jokowi akan berikan gamelan pada sekolah presiden joko widodo akan memeberikan gamelan bagi,0,0,0,0,0,0,0,0,0,0,0,0
negara teroris ternyata mayoritas budha,1,0,0,1,1,0,0,0,0,0,1,0
bila hilang budaya malumu lakukanlah saja yang kamu kehendaki bukhari,0,0,0,0,0,0,0,0,0,0,0,0
negara dalam keadaan genting karena defisit hampir siapsiap jokowi lengserkan apakah rakyat menginginkan retweet,1,0,1,0,0,0,0,0,1,1,0,0
pemkot manado raih penghargaan best emergency ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
tinggal sebulan lagi anies dipastikan dicopot dari jabatannya sebagai gubernur lantaran tidak kunjung,1,0,1,0,0,0,0,0,1,1,0,0
cocok sube telp diangkat dasar brengsek,1,1,1,0,0,0,0,0,1,1,0,0
menurut theist agnostic boss islam turunan ayahnya nikah sama cewek katolik ibunya katolik mereka puasa tapi solat mereka bukan males ibadah mereka punya paham sendiri tentang tuhan situ kalo mang male,0,0,0,0,0,0,0,0,0,0,0,0
merah,0,0,0,0,0,0,0,0,0,0,0,0
user babang tebel rimbun colinya bikin ngiler xfxfxxb user user user userxexxa,0,1,0,0,0,0,0,0,0,0,0,0
user,1,0,1,0,0,1,0,0,0,0,0,1
ikeafurniture stannnngakak,0,1,0,0,0,0,0,0,0,0,0,0
post presiden jokowi soroti minimnya promosi asian games been published warta online,0,0,0,0,0,0,0,0,0,0,0,0
user huhuhuhu tiba plot twist bangettt sumpah relain beneran biar move taunya jangan gaberani deketin karna punya,1,1,1,0,0,0,0,0,1,1,0,0
dari ditemukan dokumen disket email menyebut keterlibatan banyak alex widya siregar sofyan wanandi surya paloh termasuk yayasan prasetya mulya perkumpulan konglomerat tionghoa,0,0,0,0,0,0,0,0,0,0,0,0
bambang soesatyo meminta seluruh kekuatan politik yang mempelajari sistem pelaksanaan pilkada langsung menuturkan sistem tersebut akan dilanjutkan jika memang memberikan manfaat bagi masyarakat,0,0,0,0,0,0,0,0,0,0,0,0
anies konon beliau sudah buyback indosat stop impor bikin mobil esemka swasembada pangan reforma pertanian juta lapangan kerja puskesmas stop ujian nasional tidak bagi jabatan ekonomi dollar dibawah usut kasus munir,0,0,0,0,0,0,0,0,0,0,0,0
user user tangkap segera ustot,1,1,1,0,0,0,0,0,1,0,0,1
cinta cinta dapat membukakan mata,0,0,0,0,0,0,0,0,0,0,0,0
yang broken time muda tolonglah jangan broken korang masa depan jangan sebab cinta korang dapat achieve your freakin goals though,0,0,0,0,0,0,0,0,0,0,0,0
diberi kekuatan walau godaan menghadangamin,0,0,0,0,0,0,0,0,0,0,0,0
kenapa berdepan dengan macam burittt,1,1,1,0,0,0,0,0,1,1,0,0
habislah kena kidnap dengan laptop sekali kamu belanja coffee bean baru maafkan xfxfxx hazelnut coffee with whip cream nama kalau salah mesti lanja double xfxfxxc,0,0,0,0,0,0,0,0,0,0,0,0
user user user user kontras ikut ikutan radikal intoleran,1,0,1,0,0,0,0,0,1,1,0,0
user user user dikarantina kamar beracun kaya nazi membasmi yahudi dulu,0,0,0,0,0,0,0,0,0,0,0,0
user indosat dancok bikin bintang turun,1,1,0,1,0,0,0,0,1,0,1,0
user user melulu ditii dong dibahas ngebantai juga memberontak juga terorisnya malah nyata sampe sekarang,1,0,0,1,0,0,0,0,1,0,1,0
user user user user user user user user user user user user user user user user user user user user user user pendukung prabowo,1,1,0,1,0,0,1,0,0,0,1,0
tidak peduli sesulit menghadapi sesuatu akan tetap tersenyum seperti orang chanyeol,0,0,0,0,0,0,0,0,0,0,0,0
user jangan marah marah dong,0,1,0,0,0,0,0,0,0,0,0,0
user xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
barusan sodara yang jarang ketemu mampir rumah anterin undangan basa basi dikit sebentar terus tetiba bilang kurusan sakit langsung emang makannya dikit terus bilang nnkalo sekarang nanti dibilang,0,0,0,0,0,0,0,0,0,0,0,0
user anda bisa tukar atau kembalikan produk secara gratis untuk pengembalian barang kepada konsumen apabila barang tersebut rusak atau produksi dengan layanan garansi selama hauzid nuser user user,0,0,0,0,0,0,0,0,0,0,0,0
user korut,0,0,0,0,0,0,0,0,0,0,0,0
user gemblung,0,1,0,0,0,0,0,0,0,0,0,0
buku langkagt tarich agama islam oleh tjokroaminoto tahun halaman hardcover harga minat,0,0,0,0,0,0,0,0,0,0,0,0
sesama smstan tapi maluin hhhh bangke kesel,0,1,0,0,0,0,0,0,0,0,0,0
user isinya semwa,1,1,0,1,0,0,0,1,0,0,1,0
bimbingan ulama kibar ahlussunnah kokoh bersabar atas alhaq asysyaikh shalih alfauzan hafizhahullah berkata maka orang yang bersabar atas jalan allah atas agama yang atas sunnah,0,0,0,0,0,0,0,0,0,0,0,0
pasti hubungannya sama partai dari cina aseng,1,0,0,1,0,1,0,0,0,0,1,0
kapir memang bengap terangkanpon paham jugak memang ptut kapir,1,1,1,0,1,0,0,0,0,1,0,0
anies disebut super gubernur saat kunjungan maroko goodbener memang,0,0,0,0,0,0,0,0,0,0,0,0
savekpk user tolak rekomendasi bubarkan pansus angket tandatangani petisi user,1,0,0,1,0,0,0,0,1,0,0,1
user rabbi israel sebut orang berkulit hitam sebagai picu kecaman keras,0,1,0,0,0,0,0,0,0,0,0,0
sahkan,0,0,0,0,0,0,0,0,0,0,0,0
adaaa toko sebelah xfxfxx sorry cuma satu inget nonton film klasik indo tokohnya kristen lebih,0,0,0,0,0,0,0,0,0,0,0,0
user lagi bulunya lebih mantap jilatnya,0,1,0,0,0,0,0,0,0,0,0,0
knpsih dosen tiap adzan gapernah break dulu gitu nyerocos mulu,1,1,1,0,0,0,0,0,1,1,0,0
albert einstein baru bisa bicara pada umur tahun karena mengalami otak sehingga daya pikirnya sangat lambat,0,0,0,0,0,0,0,0,0,0,0,0
user user user user arab saudi menjajah yaman pdahal satu rumpun bgsa israil menjajah palestina padahal orang yahudi bnyk keturunan arab tentara israel bnyk muslim islam jadi agama kedua terbnya,0,0,0,0,0,0,0,0,0,0,0,0
user belum,0,1,0,0,0,0,0,0,0,0,0,0
xfxfxxa memandangi freezer yang kosongnxfxfxxa sambil lewatnpapa kamu along with your gantengs icecream last nightnxfxfxxa dear lord ampun steven entah kenapa sekarang bahasa anakanak tambah punnn,0,1,0,0,0,0,0,0,0,0,0,0
user tangkap gerung penista kitab suci semua agama,1,0,1,0,1,0,0,0,0,0,0,1
bualan berapa jokowi ngomong mulu,1,0,1,0,0,0,0,0,1,1,0,0
user user mending presidenku nyinyir kaummu cuma gunting pitaskarang junjunanmu jadi presiden yakin bisa bangun ngutang lgkl ngutang yakin buat rakyatmending jokowi sudah,1,0,0,1,0,0,0,0,1,0,1,0
user sama ingguk sama ternyata,1,1,1,0,0,0,0,0,1,1,0,0
user udah tuhh mana tangannya kebalik lago tadi wkwkw,0,0,0,0,0,0,0,0,0,0,0,0
cewe bilang baru keluar dari badan kalo rumah udah bersihin guru agama langsung nyuruh anakanak ambil airnya dibacabacain dulu lalu disiramin pohon nangka cewe langsung sadarin diri dibawalah,0,0,0,0,0,0,0,0,0,0,0,0
user user user user kalau ketahuan tololnya gini lari,1,1,1,0,0,0,0,0,1,1,0,0
user user user user user user user dongo namannya tackle terus injured usah debutan taun taun maen kasar cidera wkaakakak heran anda punya otak,1,1,1,0,0,0,0,0,1,1,0,0
user user preman monyong putih dikasih panggung merusak acara enek liatnya,1,1,1,0,0,0,0,0,1,1,0,0
maho geli,0,1,0,0,0,0,0,0,0,0,0,0
agak sedih vavang tampan mata resign cuman rada seneng juga jadi enggak menyenangkan hinggap hidung,0,0,0,0,0,0,0,0,0,0,0,0
namun dengan kondisi ekonomi nasional yang terbatas setelah penggantian kekuasaan pemerintah segera mengambil langkah strategis dengan mengeluarkan undangundang modal tahun freeport,0,0,0,0,0,0,0,0,0,0,0,0
user paling buruk semnjak indonesia merdeka,1,0,1,0,0,0,0,0,1,1,0,0
user user udah belajar jadi ngatain goblog goblog,1,1,1,0,0,0,0,0,1,1,0,0
user grepe coli temen tidur malah crot kontolsmp kontolsma grepe tititsmp tititsma chiforchi sangexexxa,0,1,0,0,0,0,0,0,0,0,0,0
terlalu banyak kebaikan saya peroleh darinya hampir separuh usia saya hari jalani bersama teman sebelum dirampas baru,0,0,0,0,0,0,0,0,0,0,0,0
news scarlett johansson akhirnya mengundurkan diri dari film dalam perannya sebagai gembong penjahat dante gill scarjo dihujat dikritik karena memerankan tokoh dianggap hanya ingin mendapatkan penghargaan dari,0,0,0,0,0,0,0,0,0,0,0,0
dalam kehidupan ibnu ummi maktum dikenal orang yang amat mencintai allah serta rasulnya dalam suatu riwayat pernah tinggal rumah seorang wanita yahudi baik hati namun sayang mulutnya pernah henti untuk menghina orang dicintai oleh,0,0,0,0,0,0,0,0,0,0,0,0
presiden boros foyafoya rakyat menderita jokowi presiden pilihan taipan user user gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
user timbal baliknya cepet dipulangin plis,0,0,0,0,0,0,0,0,0,0,0,0
orangorang yakni ahli kitab orangorang musyrik mengatakan bahwa mereka tidak akan meninggalkan agamanya sebelum datang kepada mereka bukti yang nyata,0,0,0,0,0,0,0,0,0,0,0,0
user belomm susah banget cari jumlah peminat budaya indo korsel giliran nemu tapi sumbernya akurat kamu gimana,0,0,0,0,0,0,0,0,0,0,0,0
namun dengan kondisi ekonomi nasional yang terbatas setelah penggantian kekuasaan pemerintah segera mengambil langkah strategis dengan mengeluarkan undangundang modal tahun nfreeport,0,0,0,0,0,0,0,0,0,0,0,0
buya eson mungkin substansi masalah kita hanya soal bisa atau tidak bisa membaca quran tetapi bagaimana menghayati membumikan pesan quran bahwa islam adalah rahmat seluruh alam kalau usah membaca tapi lihat track record,0,0,0,0,0,0,0,0,0,0,0,0
user user penyakit panik alami kaum begundal bongkrek adalah selama prabowo jadi presiden kepanikan akan berlanjut karna sprtinya jokowi akan periode,1,1,0,1,0,0,0,0,1,0,1,0
user siapa yang pura pura lupa taplaksaya baru,0,0,0,0,0,0,0,0,0,0,0,0
masih jadi udah menghina ntar jadi indonesia jajah user lemah pemerintahan gantipresiden gantipresiden gantipresiden,1,0,0,1,0,0,0,0,1,0,1,0
user beliau hebatdi beliau kroasia lolos final piala dunia mengalahkan inggris skor kerja kerja kerja,0,0,0,0,0,0,0,0,0,0,0,0
user user semakin bayk menangkap koruptor semakin menjukkan gagal bubarkan serahkan kepolisian kejaksaan,1,0,0,1,0,0,0,0,1,0,0,1
april raden panji sosrokartono kakak kartini lahir pelemkerep mayong jepara jawa tengah pernah jadi wartawan perang penerjemah dalam momenmomen penting sejarah dunia menutup hidupnya dengan ilmu kebatinan,0,0,0,0,0,0,0,0,0,0,0,0
user user user dengan kekuatan ekonomi kita sekarang kalau kita punya daerah reklamasi distrik bisnis pelabuhan bersebelahan lonjakan ekonomi kita akan fenomenal pertumbuhan bahkan lebih ihsg bukan tidak mungkin,0,0,0,0,0,0,0,0,0,0,0,0
user ahahahaha alah bodo takot ekgy nyanyi kagu klok,0,1,0,0,0,0,0,0,0,0,0,0
penghina quran harus dipenjara penjarakan ahok penjarakan ahok,1,0,1,0,1,0,0,0,0,1,0,0
user user kamu pasti penganut islam garis keras ngomongmu kelihatan mendem kencing,1,1,1,0,1,0,0,0,0,1,0,0
yang beragama islam jangan lupa rokaat jangan malasan,0,0,0,0,0,0,0,0,0,0,0,0
user mumpung lagi kagak puasanngajelas ngentod,1,1,1,0,0,0,0,1,0,1,0,0
pdip gencar trus serang bubarkan pdip dukung jokowi user jokowiagain jokowiagain,1,0,0,1,0,0,0,0,1,0,1,0
user artinya bank dunia percaya indonesia semakin besar utang indonesia akan semakin bagus kalau digunakan untuk pembangunan agar kalau indonesia kelak berganti tersebut akan berpikir ulang untuk korupsi indonesia bayar,0,0,0,0,0,0,0,0,0,0,0,0
user user user user ganti nama biar cocok sering keluar mulut sampaen kencing juga,1,1,1,0,0,0,0,0,1,1,0,0
asyikmnang asyik dekat dengan ulama,0,0,0,0,0,0,0,0,0,0,0,0
user mantul mantap betul siapa bilng pemerintah anti islam nihh neehh buktinya justru semakin dekat dengan para ulama santri,0,0,0,0,0,0,0,0,0,0,0,0
hanya user saja ketika dibiarkan berkembang user,1,0,1,0,0,1,0,0,0,1,0,0
user kukira cuma prabowo paling lucu ngelawak lwat novel fiksi ghost fleetnkamu lbih lucuzultpi palimg,1,1,1,0,0,0,0,0,1,1,0,0
user user sekolah disana uncle kurikulum wajib trump pemegang saham freeport mcmoran,0,0,0,0,0,0,0,0,0,0,0,0
user gara gara presiden skrang planga plongo kyai,1,1,1,0,0,0,0,0,1,1,0,0
user kayak kerajaan kayak gasih wkwk,0,0,0,0,0,0,0,0,0,0,0,0
identifikasi lgbtnnlgbt merupakan singkatan dari bisexual merupakan sebuah bentuk kelainan atau problem psikolog sosial dapat kita lihat bahwasannya merupakan suatu gejala yang disengaja atau buat,0,0,0,0,0,0,0,0,0,0,0,0
user user emosi sama loey hyung mikir keras maksud eventnya sampe tepelongo malah diakhir cuma bilang semua cuma mimpi emosi pangeran xfxfxxa,1,1,1,0,0,0,0,0,1,1,0,0
soign adalah restoran yang memegang konsep diversity yaitu dengan menggabungkan budaya korea dengan makananmakanan internasional lainnya seperti paris italia amerika picture below,0,0,0,0,0,0,0,0,0,0,0,0
langka ekor kukang diselamatkan saat sedang online nuser nuser,0,0,0,0,0,0,0,0,0,0,0,0
sebagai contoh sederhana huria kristen batak protestan hkbp menambahkan kata batak saya percaya umat kristiani melihat saudara mereka seiman tetap kristen protestan meski hkbp mengakomodir bahasa ampbudaya batak demikian juga,0,0,0,0,0,0,0,0,0,0,0,0
ganyang musnahkan,1,0,0,1,0,1,0,0,0,0,0,1
user user islam nusantara ntar muncul kristen nusantara hindu nusantara budha nusantara nusantara sekarepmu,0,0,0,0,0,0,0,0,0,0,0,0
nyesel lebih nkayak makan tainklu gini mending,0,1,0,0,0,0,0,0,0,0,0,0
user allah untungnya lagi nggak kosan semoga bukan beneran huhu ikutan ngeri,0,0,0,0,0,0,0,0,0,0,0,0
gubernur jakarta anies baswedan mendapat kehormatan bertemu sholat jumat bersama presiden erdogan,0,0,0,0,0,0,0,0,0,0,0,0
kalau untuk urusan memang anis juaranyamemang kita bakal makan aneh gede doang,1,1,1,0,0,0,0,0,1,1,0,0
adalah ungkapan sayang seperti kata punya user,0,0,0,0,0,0,0,0,0,0,0,0
belajar agama islam jika belajar islam percaya adam nabi jadi nyembah allah benci jadi biadab,1,1,0,1,1,0,0,0,0,0,1,0
lagu lasso memang,1,1,1,0,0,0,0,0,1,1,0,0
agar terpilih menjadi presiden capres harus berjanji akan mefoll back seluruh rakyat indonesia dijamin dipilih,0,0,0,0,0,0,0,0,0,0,0,0
user user mudahan anak atau keluarga dekatmu jadi pecandu narkoba supaya anda sadar paham mengapa tenpat alexis harus tutup,0,1,0,0,0,0,0,0,0,0,0,0
user emang saya bikin penasaran hahaha,0,1,0,0,0,0,0,0,0,0,0,0
sekelompok bertujuh sendiri dari fakultas ekonomi sendiri nonmuslim akan pergi mengabdi sukabumi kaki gunung pangrango udah gereja katolik terdekat menit dari desa,0,0,0,0,0,0,0,0,0,0,0,0
bila bila kurus,0,0,0,0,0,0,0,0,0,0,0,0
barel dugaan banyak geganaxfxfxxb,0,0,0,0,0,0,0,0,0,0,0,0
user gatel pngen disruduk retweet sayang pngen xfxfxx,0,1,0,0,0,0,0,0,0,0,0,0
user namanya kecebong anaknya kodok skrg bapak presiden hadekh presiden planga plongo,1,1,0,1,0,0,0,0,1,0,1,0
ternyata jokowi lengserkan,1,0,1,0,0,1,0,0,0,0,0,1
yang melaporkan menistakan agama bukan orangorang yang sejak awal menunjuk diri sebagai garda utama pembela agama beradu akrobat dengan lainnya,1,1,0,1,1,0,0,0,0,0,1,0
user user user ruhut tambah xfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
user user user user hahahahahhaga beda sama sanjungan mereka jijikehhhbibib rijikwkwkwkwk,1,1,1,0,0,0,0,0,1,1,0,0
user comberan,1,1,0,1,0,0,0,0,1,0,1,0
ngakak rupiah melemah warganet berita begini metro,1,0,0,1,0,0,0,0,1,0,1,0
mnet bangsad,1,1,1,0,0,0,0,0,1,1,0,0
jokowi pilihan pasti capres tidak musti bongkar pasang lobang congklak karena presiden tidak boleh cobacoba supaya pikiran lurus negeri terurus pilihan pada user tetapjokowi ttapjokowi,0,0,0,0,0,0,0,0,0,0,0,0
